,AwardType,Name,Project,SubjectArea,Species,Year,Value
1179,GraduateFellowship,Julie Nielsen,Multi-scale movement of demersal fish,Bycatch Species,Halibut,X2012..FY13.,NA
1180,GraduateFellowship,James Strong,Bioeconomic model of EBS pollock,Marine Resource Economics,Pollock,X2012..FY13.,NA
1181,GraduateFellowship,Elizabeth Figus,Monitoring incidental catch species utilizing local fisheries knowledge,Bycatch Species,Halibut,X2012..FY13.,NA
1182,GraduateFellowship,Cory Graham,Growth Survival and Recruitment of Chinook Salmon in SE Alaska,Bycatch Species,Salmon,X2012..FY13.,NA
1183,GraduateFellowship,Kaitlyn Manishin,Salmon shark predation impacts on Chinook salmon production,Bycatch Species,Salmon,X2012..FY13.,NA
1184,ResearchProjects,Knapp,Markets for Alaska pollock products,Marine Resource Economics,Pollock,X2013..FY14.,NA
1185,ResearchProjects,Atkinson,Metabolic condition in sea lions,Marine mammals,Sea lions,X2013..FY14.,NA
1186,ResearchProjects,Horning,Validation transmitters in sea lion,Marine mammals,Sea lions,X2013..FY14.,NA
1187,ResearchProjects,Musgrave,Hydrographic data collecting,Ocean Science,Food web,X2013..FY14.,NA
1188,ResearchProjects,Goering,Interaction & exam of variability,Ocean Science,Food web,X2013..FY14.,NA
1189,ResearchProjects,Atkinson,Capture & holding-transient sea lions,Marine mammals,Sea lions,X2013..FY14.,NA
1190,ResearchProjects,Springer,Diet and stress hormones in SSL,Marine mammals,Sea lions,X2013..FY14.,NA
1191,ResearchProjects,Knapp,Future Russian pollock supply,Marine Resource Economics,Pollock,X2013..FY14.,NA
1192,ResearchProjects,Henrichs,Sinking particles and pelagic webs,Ocean Science,Food web,X2013..FY14.,NA
1193,ResearchProjects,Springer,Distribution of age 2 salmon,Bycatch Species,Salmon,X2013..FY14.,NA
1194,ResearchProjects,Springer,Competition of SSL & comm fisheries,Marine mammals,Sea lions,X2013..FY14.,NA
1195,ResearchProjects,Worthy,Killer whales & the decline of SSL,Marine mammals,Sea lions,X2013..FY14.,NA
1196,ResearchProjects,Jewett,Kvichak bay smolt study,Bycatch Species,Salmon,X2013..FY14.,NA
1197,ResearchProjects,Foy,Quality of species in habitat units,Ecosystem,Food web,X2013..FY14.,NA
1198,ResearchProjects,Gharrett,Chinook salmon bycatch DNA,Bycatch Species,Salmon,X2013..FY14.,NA
1199,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2013..FY14.,NA
1200,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2013..FY14.,NA
1201,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2013..FY14.,NA
1202,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2013..FY14.,NA
1203,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2013..FY14.,NA
1204,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2013..FY14.,NA
1205,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2013..FY14.,NA
1206,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2013..FY14.,NA
1207,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2013..FY14.,NA
1208,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2013..FY14.,NA
1209,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2013..FY14.,NA
1210,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2013..FY14.,NA
1211,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2013..FY14.,NA
1212,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2013..FY14.,NA
1213,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2013..FY14.,NA
1214,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2013..FY14.,NA
1215,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2013..FY14.,NA
1216,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2013..FY14.,NA
1217,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2013..FY14.,NA
1218,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2013..FY14.,NA
1219,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2013..FY14.,NA
1220,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2013..FY14.,NA
1221,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2013..FY14.,NA
1222,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2013..FY14.,NA
1223,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2013..FY14.,NA
1224,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2013..FY14.,NA
1225,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2013..FY14.,NA
1226,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2013..FY14.,NA
1227,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2013..FY14.,NA
1228,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2013..FY14.,NA
1229,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2013..FY14.,NA
1230,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2013..FY14.,NA
1231,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2013..FY14.,53930
1232,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2013..FY14.,101793
1233,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2013..FY14.,91687
1234,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2013..FY14.,286887
1235,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2013..FY14.,144602
1236,ResearchProjects,Quinn,Effect of handling on skates  ,Bycatch Species,Sharks & Rays,X2013..FY14.,NA
1237,ResearchProjects,Fong/Oliveira,Developing pet treats from pollock skins,Seafood Science,Pollock,X2013..FY14.,NA
1238,ResearchProjects,Beaudreau ,Interactions of groundfish predators,Ecosystem,Groundfish,X2013..FY14.,NA
1239,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2013..FY14.,NA
1240,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2013..FY14.,NA
1241,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2013..FY14.,NA
1242,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2013..FY14.,NA
1243,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2013..FY14.,NA
1244,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2013..FY14.,NA
1245,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2013..FY14.,NA
1246,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2013..FY14.,NA
1247,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2013..FY14.,NA
1248,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2013..FY14.,NA
1249,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2013..FY14.,NA
1250,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2013..FY14.,NA
1251,Misc,Merritt,Instruction in Fisheries Management,NA,NA,X2013..FY14.,NA
1252,Misc,Sugai,NOSB Western Alaska Support,NA,NA,X2013..FY14.,NA
1253,Misc,Whitledge,Keeping Mooring 2 Alive-Biophysical,Ocean Science,Food web,X2013..FY14.,NA
1254,Misc,Henrichs,Keeping Mooring 2 Alive-Sinking Particles,Ocean Science,Food web,X2013..FY14.,NA
1255,Misc,Cullenberg,Western AK Tech Training,NA,NA,X2013..FY14.,NA
1256,Misc,Kruse/Tyler,Book: Fishes Catches Science,NA,NA,X2013..FY14.,NA
1257,Misc,Knapp,Symposium on MSFCMA Reauthorization,NA,NA,X2013..FY14.,NA
1258,Misc,Castellini/Weisenberg,UAF-UW Seminar Exchange,NA,NA,X2013..FY14.,NA
1259,Misc,Sutton/Rosenberger,Increasing grad experiential learning,NA,NA,X2013..FY14.,NA
1260,Misc,Atkinson,Matt Meyers Travel Fund,NA,NA,X2013..FY14.,NA
1261,Misc,Quinn,Workshop:Spatial Distribution Pollock,Stock dynamics,Pollock,X2013..FY14.,NA
1262,Misc,Atkinson,Graduate Student Support,NA,NA,X2013..FY14.,NA
1263,Misc,Christie,Wakefield Symposium Support,NA,NA,X2013..FY14.,NA
1264,Misc,Sigman,AK Seafood Industry K-12,Seafood Science,NA,X2013..FY14.,NA
1265,Misc,Criddle,Book: Pollock in a Sea of Change,Marine Resource Economics,Pollock,X2013..FY14.,20800
1266,GraduateFellowship,Kray Van Kirk,Multispecies age-structured assessment,Stock dynamics,Pollock,X2013..FY14.,NA
1267,GraduateFellowship,Sarah Miller,Oceanography and salmon survival,Bycatch Species,Salmon,X2013..FY14.,NA
1268,GraduateFellowship,Adam Zaleski,Factors influencing SSL Populations,Marine mammals,Sea lions,X2013..FY14.,NA
1269,GraduateFellowship,Tadayasu Uchiyama,Pollock predators and competitors in the EBS,Stock dynamics,Pollock,X2013..FY14.,49083
1270,GraduateFellowship,Julie Nielsen,Multi-scale movement of demersal fish,Bycatch Species,Halibut,X2013..FY14.,48916
1271,GraduateFellowship,James Strong,Bioeconomic model of EBS pollock,Marine Resource Economics,Pollock,X2013..FY14.,47148
1272,GraduateFellowship,Elizabeth Figus,Monitoring incidental catch species utilizing local fisheries knowledge,Bycatch Species,Halibut,X2013..FY14.,NA
1273,GraduateFellowship,Cory Graham,Growth Survival and Recruitment of Chinook Salmon in SE Alaska,Bycatch Species,Salmon,X2013..FY14.,NA
1274,GraduateFellowship,Kaitlyn Manishin,Salmon shark predation impacts on Chinook salmon production,Bycatch Species,Salmon,X2013..FY14.,NA
1275,ResearchProjects,Knapp,Markets for Alaska pollock products,Marine Resource Economics,Pollock,X2014..FY15.,NA
1276,ResearchProjects,Atkinson,Metabolic condition in sea lions,Marine mammals,Sea lions,X2014..FY15.,NA
1277,ResearchProjects,Horning,Validation transmitters in sea lion,Marine mammals,Sea lions,X2014..FY15.,NA
1278,ResearchProjects,Musgrave,Hydrographic data collecting,Ocean Science,Food web,X2014..FY15.,NA
1279,ResearchProjects,Goering,Interaction & exam of variability,Ocean Science,Food web,X2014..FY15.,NA
1280,ResearchProjects,Atkinson,Capture & holding-transient sea lions,Marine mammals,Sea lions,X2014..FY15.,NA
1281,ResearchProjects,Springer,Diet and stress hormones in SSL,Marine mammals,Sea lions,X2014..FY15.,NA
1282,ResearchProjects,Knapp,Future Russian pollock supply,Marine Resource Economics,Pollock,X2014..FY15.,NA
1283,ResearchProjects,Henrichs,Sinking particles and pelagic webs,Ocean Science,Food web,X2014..FY15.,NA
1284,ResearchProjects,Springer,Distribution of age 2 salmon,Bycatch Species,Salmon,X2014..FY15.,NA
1285,ResearchProjects,Springer,Competition of SSL & comm fisheries,Marine mammals,Sea lions,X2014..FY15.,NA
1286,ResearchProjects,Worthy,Killer whales & the decline of SSL,Marine mammals,Sea lions,X2014..FY15.,NA
1287,ResearchProjects,Jewett,Kvichak bay smolt study,Bycatch Species,Salmon,X2014..FY15.,NA
1288,ResearchProjects,Foy,Quality of species in habitat units,Ecosystem,Food web,X2014..FY15.,NA
1289,ResearchProjects,Gharrett,Chinook salmon bycatch DNA,Bycatch Species,Salmon,X2014..FY15.,NA
1290,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2014..FY15.,NA
1291,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2014..FY15.,NA
1292,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2014..FY15.,NA
1293,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2014..FY15.,NA
1294,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2014..FY15.,NA
1295,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2014..FY15.,NA
1296,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2014..FY15.,NA
1297,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2014..FY15.,NA
1298,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2014..FY15.,NA
1299,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2014..FY15.,NA
1300,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2014..FY15.,NA
1301,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2014..FY15.,NA
1302,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2014..FY15.,NA
1303,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2014..FY15.,NA
1304,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2014..FY15.,NA
1305,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2014..FY15.,NA
1306,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2014..FY15.,NA
1307,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2014..FY15.,NA
1308,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2014..FY15.,NA
1309,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2014..FY15.,NA
1310,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2014..FY15.,NA
1311,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2014..FY15.,NA
1312,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2014..FY15.,NA
1313,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2014..FY15.,NA
1314,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2014..FY15.,NA
1315,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2014..FY15.,NA
1316,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2014..FY15.,NA
1317,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2014..FY15.,NA
1318,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2014..FY15.,NA
1319,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2014..FY15.,NA
1320,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2014..FY15.,NA
1321,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2014..FY15.,NA
1322,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2014..FY15.,NA
1323,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2014..FY15.,NA
1324,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2014..FY15.,88396
1325,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2014..FY15.,113112
1326,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2014..FY15.,46163
1327,ResearchProjects,Quinn,Effect of handling on skates  ,Bycatch Species,Sharks & Rays,X2014..FY15.,70598
1328,ResearchProjects,Fong/Oliveira,Developing pet treats from pollock skins,Seafood Science,Pollock,X2014..FY15.,96757
1329,ResearchProjects,Beaudreau ,Interactions of groundfish predators,Ecosystem,Groundfish,X2014..FY15.,61040
1330,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2014..FY15.,62469
1331,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2014..FY15.,80500
1332,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2014..FY15.,NA
1333,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2014..FY15.,NA
1334,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2014..FY15.,NA
1335,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2014..FY15.,NA
1336,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2014..FY15.,NA
1337,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2014..FY15.,NA
1338,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2014..FY15.,NA
1339,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2014..FY15.,NA
1340,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2014..FY15.,NA
1341,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2014..FY15.,NA
1342,Misc,Merritt,Instruction in Fisheries Management,NA,NA,X2014..FY15.,NA
1343,Misc,Sugai,NOSB Western Alaska Support,NA,NA,X2014..FY15.,NA
1344,Misc,Whitledge,Keeping Mooring 2 Alive-Biophysical,Ocean Science,Food web,X2014..FY15.,NA
1345,Misc,Henrichs,Keeping Mooring 2 Alive-Sinking Particles,Ocean Science,Food web,X2014..FY15.,NA
1346,Misc,Cullenberg,Western AK Tech Training,NA,NA,X2014..FY15.,NA
1347,Misc,Kruse/Tyler,Book: Fishes Catches Science,NA,NA,X2014..FY15.,NA
1348,Misc,Knapp,Symposium on MSFCMA Reauthorization,NA,NA,X2014..FY15.,NA
1349,Misc,Castellini/Weisenberg,UAF-UW Seminar Exchange,NA,NA,X2014..FY15.,NA
1350,Misc,Sutton/Rosenberger,Increasing grad experiential learning,NA,NA,X2014..FY15.,NA
1351,Misc,Atkinson,Matt Meyers Travel Fund,NA,NA,X2014..FY15.,NA
1352,Misc,Quinn,Workshop:Spatial Distribution Pollock,Stock dynamics,Pollock,X2014..FY15.,NA
1353,Misc,Atkinson,Graduate Student Support,NA,NA,X2014..FY15.,NA
1354,Misc,Christie,Wakefield Symposium Support,NA,NA,X2014..FY15.,NA
1355,Misc,Sigman,AK Seafood Industry K-12,Seafood Science,NA,X2014..FY15.,NA
1356,Misc,Criddle,Book: Pollock in a Sea of Change,Marine Resource Economics,Pollock,X2014..FY15.,NA
