,AwardType,Name,Project,SubjectArea,Species,Year,Value
926,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2010..FY11.,NA
927,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2010..FY11.,NA
928,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2010..FY11.,NA
929,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2010..FY11.,NA
930,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2010..FY11.,NA
931,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2010..FY11.,NA
932,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2010..FY11.,NA
933,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2010..FY11.,NA
934,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2010..FY11.,NA
935,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2010..FY11.,NA
936,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2010..FY11.,NA
937,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2010..FY11.,NA
938,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2010..FY11.,NA
939,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2010..FY11.,NA
940,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2010..FY11.,NA
941,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2010..FY11.,NA
942,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2010..FY11.,NA
943,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2010..FY11.,NA
944,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2010..FY11.,NA
945,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2010..FY11.,NA
946,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2010..FY11.,NA
947,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2010..FY11.,NA
948,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2010..FY11.,NA
949,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2010..FY11.,NA
950,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2010..FY11.,NA
951,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2010..FY11.,NA
952,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2010..FY11.,35644
953,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2010..FY11.,5000
954,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2010..FY11.,226449
955,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2010..FY11.,NA
956,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2010..FY11.,NA
957,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2010..FY11.,NA
958,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2010..FY11.,NA
959,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2010..FY11.,NA
960,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2010..FY11.,NA
961,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2010..FY11.,NA
962,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2010..FY11.,NA
963,ResearchProjects,Quinn,Effect of handling on skates  ,Bycatch Species,Sharks & Rays,X2010..FY11.,NA
964,ResearchProjects,Fong/Oliveira,Developing pet treats from pollock skins,Seafood Science,Pollock,X2010..FY11.,NA
965,ResearchProjects,Beaudreau ,Interactions of groundfish predators,Ecosystem,Groundfish,X2010..FY11.,NA
966,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2010..FY11.,NA
967,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2010..FY11.,NA
968,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2010..FY11.,NA
969,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2010..FY11.,NA
970,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2010..FY11.,NA
971,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2010..FY11.,NA
972,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2010..FY11.,NA
973,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2010..FY11.,NA
974,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2010..FY11.,NA
975,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2010..FY11.,NA
976,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2010..FY11.,NA
977,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2010..FY11.,NA
978,Misc,Merritt,Instruction in Fisheries Management,NA,NA,X2010..FY11.,NA
979,Misc,Sugai,NOSB Western Alaska Support,NA,NA,X2010..FY11.,NA
980,Misc,Whitledge,Keeping Mooring 2 Alive-Biophysical,Ocean Science,Food web,X2010..FY11.,NA
981,Misc,Henrichs,Keeping Mooring 2 Alive-Sinking Particles,Ocean Science,Food web,X2010..FY11.,NA
982,Misc,Cullenberg,Western AK Tech Training,NA,NA,X2010..FY11.,NA
983,Misc,Kruse/Tyler,Book: Fishes Catches Science,NA,NA,X2010..FY11.,NA
984,Misc,Knapp,Symposium on MSFCMA Reauthorization,NA,NA,X2010..FY11.,NA
985,Misc,Castellini/Weisenberg,UAF-UW Seminar Exchange,NA,NA,X2010..FY11.,NA
986,Misc,Sutton/Rosenberger,Increasing grad experiential learning,NA,NA,X2010..FY11.,NA
987,Misc,Atkinson,Matt Meyers Travel Fund,NA,NA,X2010..FY11.,2840
988,Misc,Quinn,Workshop:Spatial Distribution Pollock,Stock dynamics,Pollock,X2010..FY11.,NA
989,Misc,Atkinson,Graduate Student Support,NA,NA,X2010..FY11.,NA
990,Misc,Christie,Wakefield Symposium Support,NA,NA,X2010..FY11.,NA
991,Misc,Sigman,AK Seafood Industry K-12,Seafood Science,NA,X2010..FY11.,NA
992,Misc,Criddle,Book: Pollock in a Sea of Change,Marine Resource Economics,Pollock,X2010..FY11.,NA
993,GraduateFellowship,Kray Van Kirk,Multispecies age-structured assessment,Stock dynamics,Pollock,X2010..FY11.,50000
994,GraduateFellowship,Sarah Miller,Oceanography and salmon survival,Bycatch Species,Salmon,X2010..FY11.,50000
995,GraduateFellowship,Adam Zaleski,Factors influencing SSL Populations,Marine mammals,Sea lions,X2010..FY11.,NA
996,GraduateFellowship,Tadayasu Uchiyama,Pollock predators and competitors in the EBS,Stock dynamics,Pollock,X2010..FY11.,NA
997,GraduateFellowship,Julie Nielsen,Multi-scale movement of demersal fish,Bycatch Species,Halibut,X2010..FY11.,NA
998,GraduateFellowship,James Strong,Bioeconomic model of EBS pollock,Marine Resource Economics,Pollock,X2010..FY11.,NA
999,GraduateFellowship,Elizabeth Figus,Monitoring incidental catch species utilizing local fisheries knowledge,Bycatch Species,Halibut,X2010..FY11.,NA
1000,GraduateFellowship,Cory Graham,Growth Survival and Recruitment of Chinook Salmon in SE Alaska,Bycatch Species,Salmon,X2010..FY11.,NA
1001,GraduateFellowship,Kaitlyn Manishin,Salmon shark predation impacts on Chinook salmon production,Bycatch Species,Salmon,X2010..FY11.,NA
1002,ResearchProjects,Knapp,Markets for Alaska pollock products,Marine Resource Economics,Pollock,X2011..FY12.,NA
1003,ResearchProjects,Atkinson,Metabolic condition in sea lions,Marine mammals,Sea lions,X2011..FY12.,NA
1004,ResearchProjects,Horning,Validation transmitters in sea lion,Marine mammals,Sea lions,X2011..FY12.,NA
1005,ResearchProjects,Musgrave,Hydrographic data collecting,Ocean Science,Food web,X2011..FY12.,NA
1006,ResearchProjects,Goering,Interaction & exam of variability,Ocean Science,Food web,X2011..FY12.,NA
1007,ResearchProjects,Atkinson,Capture & holding-transient sea lions,Marine mammals,Sea lions,X2011..FY12.,NA
1008,ResearchProjects,Springer,Diet and stress hormones in SSL,Marine mammals,Sea lions,X2011..FY12.,NA
1009,ResearchProjects,Knapp,Future Russian pollock supply,Marine Resource Economics,Pollock,X2011..FY12.,NA
1010,ResearchProjects,Henrichs,Sinking particles and pelagic webs,Ocean Science,Food web,X2011..FY12.,NA
1011,ResearchProjects,Springer,Distribution of age 2 salmon,Bycatch Species,Salmon,X2011..FY12.,NA
1012,ResearchProjects,Springer,Competition of SSL & comm fisheries,Marine mammals,Sea lions,X2011..FY12.,NA
1013,ResearchProjects,Worthy,Killer whales & the decline of SSL,Marine mammals,Sea lions,X2011..FY12.,NA
1014,ResearchProjects,Jewett,Kvichak bay smolt study,Bycatch Species,Salmon,X2011..FY12.,NA
1015,ResearchProjects,Foy,Quality of species in habitat units,Ecosystem,Food web,X2011..FY12.,NA
1016,ResearchProjects,Gharrett,Chinook salmon bycatch DNA,Bycatch Species,Salmon,X2011..FY12.,NA
1017,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2011..FY12.,NA
1018,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2011..FY12.,NA
1019,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2011..FY12.,NA
1020,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2011..FY12.,NA
1021,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2011..FY12.,NA
1022,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2011..FY12.,NA
1023,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2011..FY12.,NA
1024,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2011..FY12.,NA
1025,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2011..FY12.,NA
1026,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2011..FY12.,NA
1027,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2011..FY12.,NA
1028,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2011..FY12.,NA
1029,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2011..FY12.,NA
1030,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2011..FY12.,NA
1031,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2011..FY12.,NA
1032,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2011..FY12.,NA
1033,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2011..FY12.,NA
1034,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2011..FY12.,NA
1035,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2011..FY12.,NA
1036,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2011..FY12.,NA
1037,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2011..FY12.,NA
1038,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2011..FY12.,NA
1039,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2011..FY12.,NA
1040,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2011..FY12.,NA
1041,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2011..FY12.,NA
1042,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2011..FY12.,NA
1043,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2011..FY12.,NA
1044,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2011..FY12.,5000
1045,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2011..FY12.,208967
1046,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2011..FY12.,NA
1047,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2011..FY12.,NA
1048,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2011..FY12.,NA
1049,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2011..FY12.,NA
1050,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2011..FY12.,NA
1051,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2011..FY12.,NA
1052,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2011..FY12.,NA
1053,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2011..FY12.,NA
1054,ResearchProjects,Quinn,Effect of handling on skates  ,Bycatch Species,Sharks & Rays,X2011..FY12.,NA
1055,ResearchProjects,Fong/Oliveira,Developing pet treats from pollock skins,Seafood Science,Pollock,X2011..FY12.,NA
1056,ResearchProjects,Beaudreau ,Interactions of groundfish predators,Ecosystem,Groundfish,X2011..FY12.,NA
1057,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2011..FY12.,NA
1058,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2011..FY12.,NA
1059,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2011..FY12.,NA
1060,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2011..FY12.,NA
1061,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2011..FY12.,NA
1062,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2011..FY12.,NA
1063,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2011..FY12.,NA
1064,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2011..FY12.,NA
1065,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2011..FY12.,NA
1066,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2011..FY12.,NA
1067,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2011..FY12.,NA
1068,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2011..FY12.,NA
1069,Misc,Merritt,Instruction in Fisheries Management,NA,NA,X2011..FY12.,NA
1070,Misc,Sugai,NOSB Western Alaska Support,NA,NA,X2011..FY12.,NA
1071,Misc,Whitledge,Keeping Mooring 2 Alive-Biophysical,Ocean Science,Food web,X2011..FY12.,NA
1072,Misc,Henrichs,Keeping Mooring 2 Alive-Sinking Particles,Ocean Science,Food web,X2011..FY12.,NA
1073,Misc,Cullenberg,Western AK Tech Training,NA,NA,X2011..FY12.,NA
1074,Misc,Kruse/Tyler,Book: Fishes Catches Science,NA,NA,X2011..FY12.,NA
1075,Misc,Knapp,Symposium on MSFCMA Reauthorization,NA,NA,X2011..FY12.,NA
1076,Misc,Castellini/Weisenberg,UAF-UW Seminar Exchange,NA,NA,X2011..FY12.,NA
1077,Misc,Sutton/Rosenberger,Increasing grad experiential learning,NA,NA,X2011..FY12.,NA
1078,Misc,Atkinson,Matt Meyers Travel Fund,NA,NA,X2011..FY12.,2840
1079,Misc,Quinn,Workshop:Spatial Distribution Pollock,Stock dynamics,Pollock,X2011..FY12.,NA
1080,Misc,Atkinson,Graduate Student Support,NA,NA,X2011..FY12.,29992
1081,Misc,Christie,Wakefield Symposium Support,NA,NA,X2011..FY12.,5000
1082,Misc,Sigman,AK Seafood Industry K-12,Seafood Science,NA,X2011..FY12.,NA
1083,Misc,Criddle,Book: Pollock in a Sea of Change,Marine Resource Economics,Pollock,X2011..FY12.,NA
1084,GraduateFellowship,Kray Van Kirk,Multispecies age-structured assessment,Stock dynamics,Pollock,X2011..FY12.,NA
1085,GraduateFellowship,Sarah Miller,Oceanography and salmon survival,Bycatch Species,Salmon,X2011..FY12.,NA
1086,GraduateFellowship,Adam Zaleski,Factors influencing SSL Populations,Marine mammals,Sea lions,X2011..FY12.,30000
1087,GraduateFellowship,Tadayasu Uchiyama,Pollock predators and competitors in the EBS,Stock dynamics,Pollock,X2011..FY12.,NA
1088,GraduateFellowship,Julie Nielsen,Multi-scale movement of demersal fish,Bycatch Species,Halibut,X2011..FY12.,NA
1089,GraduateFellowship,James Strong,Bioeconomic model of EBS pollock,Marine Resource Economics,Pollock,X2011..FY12.,NA
1090,GraduateFellowship,Elizabeth Figus,Monitoring incidental catch species utilizing local fisheries knowledge,Bycatch Species,Halibut,X2011..FY12.,NA
1091,GraduateFellowship,Cory Graham,Growth Survival and Recruitment of Chinook Salmon in SE Alaska,Bycatch Species,Salmon,X2011..FY12.,NA
1092,GraduateFellowship,Kaitlyn Manishin,Salmon shark predation impacts on Chinook salmon production,Bycatch Species,Salmon,X2011..FY12.,NA
1093,ResearchProjects,Knapp,Markets for Alaska pollock products,Marine Resource Economics,Pollock,X2012..FY13.,NA
1094,ResearchProjects,Atkinson,Metabolic condition in sea lions,Marine mammals,Sea lions,X2012..FY13.,NA
1095,ResearchProjects,Horning,Validation transmitters in sea lion,Marine mammals,Sea lions,X2012..FY13.,NA
1096,ResearchProjects,Musgrave,Hydrographic data collecting,Ocean Science,Food web,X2012..FY13.,NA
1097,ResearchProjects,Goering,Interaction & exam of variability,Ocean Science,Food web,X2012..FY13.,NA
1098,ResearchProjects,Atkinson,Capture & holding-transient sea lions,Marine mammals,Sea lions,X2012..FY13.,NA
1099,ResearchProjects,Springer,Diet and stress hormones in SSL,Marine mammals,Sea lions,X2012..FY13.,NA
1100,ResearchProjects,Knapp,Future Russian pollock supply,Marine Resource Economics,Pollock,X2012..FY13.,NA
1101,ResearchProjects,Henrichs,Sinking particles and pelagic webs,Ocean Science,Food web,X2012..FY13.,NA
1102,ResearchProjects,Springer,Distribution of age 2 salmon,Bycatch Species,Salmon,X2012..FY13.,NA
1103,ResearchProjects,Springer,Competition of SSL & comm fisheries,Marine mammals,Sea lions,X2012..FY13.,NA
1104,ResearchProjects,Worthy,Killer whales & the decline of SSL,Marine mammals,Sea lions,X2012..FY13.,NA
1105,ResearchProjects,Jewett,Kvichak bay smolt study,Bycatch Species,Salmon,X2012..FY13.,NA
1106,ResearchProjects,Foy,Quality of species in habitat units,Ecosystem,Food web,X2012..FY13.,NA
1107,ResearchProjects,Gharrett,Chinook salmon bycatch DNA,Bycatch Species,Salmon,X2012..FY13.,NA
1108,ResearchProjects,Quinn,Fishing induces declines in pollock,Stock dynamics,Pollock,X2012..FY13.,NA
1109,ResearchProjects,Knapp,Producer cooperative organizations,Marine Resource Economics,Pollock,X2012..FY13.,NA
1110,ResearchProjects,Wynne,Shallow water nearshore fish assembly,Ecosystem,Groundfish,X2012..FY13.,NA
1111,ResearchProjects,Springer,Jellyfish impact on food web,Ecosystem,Food web,X2012..FY13.,NA
1112,ResearchProjects,Kruse,Examination of maturation-pollock,Stock dynamics,Pollock,X2012..FY13.,NA
1113,ResearchProjects,Norcross,Environmental predictors of pollock,Stock dynamics,Pollock,X2012..FY13.,NA
1114,ResearchProjects,Mellish,Integrating science and tradition,Marine mammals,Sea lions,X2012..FY13.,NA
1115,ResearchProjects,Foy/Buck,Metabolic perf. of pollock,Stock dynamics,Pollock,X2012..FY13.,NA
1116,ResearchProjects,Finney,Food web dynamics-Bering Sea,Ecosystem,Food web,X2012..FY13.,NA
1117,ResearchProjects,Gharrett,Develop DNA markers-Chum,Bycatch Species,Salmon,X2012..FY13.,NA
1118,ResearchProjects,Trites,Changes in Steller Sea Lion skull ,Marine mammals,Sea lions,X2012..FY13.,NA
1119,ResearchProjects,Kate Wynne,Predation on Northern fur seals in the Pribilof Is.,Marine mammals,Fur Seals,X2012..FY13.,NA
1120,ResearchProjects,Konar,Essential larval/juvenile fish habitat . . . ,Ecosystem,Food web,X2012..FY13.,NA
1121,ResearchProjects,Quinn,Acoustic data logger,Stock dynamics,Pollock,X2012..FY13.,NA
1122,ResearchProjects,Mellish,Integration science and tradition,Marine mammals,Sea lions,X2012..FY13.,NA
1123,ResearchProjects,Kruse,Local and traditional knowledge,Marine mammals,Sea lions,X2012..FY13.,NA
1124,ResearchProjects,Springer,Causes of Northern Fur Seal decline,Marine mammals,Fur Seals,X2012..FY13.,NA
1125,ResearchProjects,Gallucci/Foy,Bycatch & sharks in Bering Sea,Bycatch Species,Sharks & Rays,X2012..FY13.,NA
1126,ResearchProjects,Castlinni,Walleye pollock stock distribution and growth.,Stock dynamics,Pollock,X2012..FY13.,NA
1127,ResearchProjects,Gharrett,Combining genetics and population,Bycatch Species,Rockfish,X2012..FY13.,NA
1128,ResearchProjects,Johnson,Bering Sea temperatures/walleye,Stock dynamics,Pollock,X2012..FY13.,NA
1129,ResearchProjects,Oliveira,Purification of pollock oil,Seafood Science,Pollock,X2012..FY13.,NA
1130,ResearchProjects,Mellish,Assess behavior/physiology,Marine mammals,Sea lions,X2012..FY13.,NA
1131,ResearchProjects,Springer,Fatty acid comp forage species,Ecosystem,Food web,X2012..FY13.,NA
1132,ResearchProjects,Atkinson,Maternal investment impact on SSL pup  ,Marine mammals,Sea lions,X2012..FY13.,NA
1133,ResearchProjects,Mathis,Impacts of ocean acidification,Ocean Science,Food web,X2012..FY13.,NA
1134,ResearchProjects,Hillgruber,Feeding patterns prey selection,Ecosystem,Food web,X2012..FY13.,NA
1135,ResearchProjects,Mellish,Consummate & consumed predators,Marine mammals,Sea lions,X2012..FY13.,NA
1136,ResearchProjects,Adkinson,Salmon initiative,Bycatch Species,Salmon,X2012..FY13.,40000
1137,ResearchProjects,Kruse,Walleye pollock-maturity,Stock dynamics,Pollock,X2012..FY13.,74966
1138,ResearchProjects,Quinn,Skates injuries-longline,Bycatch Species,Sharks & Rays,X2012..FY13.,104305
1139,ResearchProjects,Walker,Augmenting SSL projects,Marine mammals,Sea lions,X2012..FY13.,135691
1140,ResearchProjects,Andrews,Behavior of transient killer whales,Marine mammals,Orca,X2012..FY13.,NA
1141,ResearchProjects,Oliveira/Crapo,Replacing ethoxyquin in fishmeal,Seafood Science,Pollock,X2012..FY13.,NA
1142,ResearchProjects,Andrews,Vital rates in Russian SSL rookeries,Marine mammals,Sea lions,X2012..FY13.,NA
1143,ResearchProjects,Knapp,Modeling: fisheries management ,Marine Resource Economics,Groundfish,X2012..FY13.,NA
1144,ResearchProjects,Mellish,SSL reproduction & survival ,Marine mammals,Pollock,X2012..FY13.,NA
1145,ResearchProjects,Quinn,Effect of handling on skates  ,Bycatch Species,Sharks & Rays,X2012..FY13.,NA
1146,ResearchProjects,Fong/Oliveira,Developing pet treats from pollock skins,Seafood Science,Pollock,X2012..FY13.,NA
1147,ResearchProjects,Beaudreau ,Interactions of groundfish predators,Ecosystem,Groundfish,X2012..FY13.,NA
1148,ResearchProjects,McPhee,Effects of Asian pink and chum salmon  ,Bycatch Species,Salmon,X2012..FY13.,NA
1149,ResearchProjects,Fong/Oliveira/Smith,Nutritional value of Alaska pollock  ,Seafood Science,Pollock,X2012..FY13.,NA
1150,ResearchProjects,Adkison/Westley,Drivers of AYK Chinook salmon survival,Bycatch Species,Salmon,X2012..FY13.,NA
1151,ResearchProjects,Kruse,Decline in Pacific halibut size at age,Bycatch Species,Halibut,X2012..FY13.,NA
1152,ResearchProjects,Burns/Testa,Maternal foraging of Northern Fur Seals,Marine mammals,Fur Seals,X2012..FY13.,NA
1153,ResearchProjects,Fong/Park,Gel enhancement of Alaska Pollock surimi,Seafood Science,Pollock,X2012..FY13.,NA
1154,ResearchProjects,Fong/Sannito,Alternative product forms for Pollock roe,Seafood Science,Pollock,X2012..FY13.,NA
1155,ResearchProjects,Rea/Wade,"Behavior of ""resident"" killer whales",Marine mammals,Orca,X2012..FY13.,NA
1156,ResearchProjects,Fong et al,Development of value-added market opportunities for pollock co-products (dietary supplements from milt),Seafood Science,Pollock,X2012..FY13.,NA
1157,ResearchProjects,Hopcroft,First-year pollock and their zooplankton predators in the northern Gulf of Alaska,Ecosystem,Pollock,X2012..FY13.,NA
1158,ResearchProjects,McPhee et al,Improved resolution of chum salmon genetic stock identification,Bycatch Species,Salmon,X2012..FY13.,NA
1159,ResearchProjects,Seitz,Further examination of the movement behavior and predation of Chinook salmon in the Bering Sea,Bycatch Species,Salmon,X2012..FY13.,NA
1160,Misc,Merritt,Instruction in Fisheries Management,NA,NA,X2012..FY13.,NA
1161,Misc,Sugai,NOSB Western Alaska Support,NA,NA,X2012..FY13.,NA
1162,Misc,Whitledge,Keeping Mooring 2 Alive-Biophysical,Ocean Science,Food web,X2012..FY13.,NA
1163,Misc,Henrichs,Keeping Mooring 2 Alive-Sinking Particles,Ocean Science,Food web,X2012..FY13.,NA
1164,Misc,Cullenberg,Western AK Tech Training,NA,NA,X2012..FY13.,NA
1165,Misc,Kruse/Tyler,Book: Fishes Catches Science,NA,NA,X2012..FY13.,NA
1166,Misc,Knapp,Symposium on MSFCMA Reauthorization,NA,NA,X2012..FY13.,NA
1167,Misc,Castellini/Weisenberg,UAF-UW Seminar Exchange,NA,NA,X2012..FY13.,NA
1168,Misc,Sutton/Rosenberger,Increasing grad experiential learning,NA,NA,X2012..FY13.,NA
1169,Misc,Atkinson,Matt Meyers Travel Fund,NA,NA,X2012..FY13.,NA
1170,Misc,Quinn,Workshop:Spatial Distribution Pollock,Stock dynamics,Pollock,X2012..FY13.,NA
1171,Misc,Atkinson,Graduate Student Support,NA,NA,X2012..FY13.,NA
1172,Misc,Christie,Wakefield Symposium Support,NA,NA,X2012..FY13.,NA
1173,Misc,Sigman,AK Seafood Industry K-12,Seafood Science,NA,X2012..FY13.,40219
1174,Misc,Criddle,Book: Pollock in a Sea of Change,Marine Resource Economics,Pollock,X2012..FY13.,NA
1175,GraduateFellowship,Kray Van Kirk,Multispecies age-structured assessment,Stock dynamics,Pollock,X2012..FY13.,NA
1176,GraduateFellowship,Sarah Miller,Oceanography and salmon survival,Bycatch Species,Salmon,X2012..FY13.,NA
1177,GraduateFellowship,Adam Zaleski,Factors influencing SSL Populations,Marine mammals,Sea lions,X2012..FY13.,43500
1178,GraduateFellowship,Tadayasu Uchiyama,Pollock predators and competitors in the EBS,Stock dynamics,Pollock,X2012..FY13.,50000
